REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"Region1","IND_CMNT_ELC_001","IND_CMNT",2026,25.73452177
"Region1","IND_CMNT_ELC_001","IND_CMNT",2027,26.71600655
"Region1","IND_CMNT_ELC_001","IND_CMNT",2028,27.73492402
"Region1","IND_CMNT_ELC_001","IND_CMNT",2029,28.79270182
"Region1","IND_CMNT_ELC_001","IND_CMNT",2030,29.89082204
"Region1","IND_CMNT_ELC_001","IND_CMNT",2031,31.03082329
"Region1","IND_CMNT_ELC_001","IND_CMNT",2032,32.21430287
"Region1","IND_CMNT_ELC_001","IND_CMNT",2033,33.44291898
"Region1","IND_CMNT_ELC_001","IND_CMNT",2034,34.71839308
"Region1","IND_CMNT_ELC_001","IND_CMNT",2035,36.04251228
"Region1","IND_CMNT_NGS_001","IND_CMNT",2018,129.5216482
"Region1","IND_CMNT_NGS_001","IND_CMNT",2019,134.4614535
"Region1","IND_CMNT_NGS_001","IND_CMNT",2020,139.5896573
"Region1","IND_CMNT_NGS_001","IND_CMNT",2021,144.9134447
"Region1","IND_CMNT_NGS_001","IND_CMNT",2022,150.4402753
"Region1","IND_CMNT_NGS_001","IND_CMNT",2023,156.1778927
"Region1","IND_CMNT_NGS_001","IND_CMNT",2024,162.1343362
"Region1","IND_CMNT_NGS_001","IND_CMNT",2025,168.3179515
"Region1","IND_CMNT_NGS_001","IND_CMNT",2026,174.7374028
"Region1","IND_CMNT_NGS_001","IND_CMNT",2027,181.4016845
"Region1","IND_CMNT_NGS_001","IND_CMNT",2028,188.3201341
"Region1","IND_CMNT_NGS_001","IND_CMNT",2029,195.5024454
"Region1","IND_CMNT_NGS_001","IND_CMNT",2030,202.9586817
"Region1","IND_CMNT_NGS_001","IND_CMNT",2031,210.6992901
"Region1","IND_CMNT_NGS_001","IND_CMNT",2032,218.7351165
"Region1","IND_CMNT_NGS_001","IND_CMNT",2033,227.0774198
"Region1","IND_CMNT_NGS_001","IND_CMNT",2034,235.737889
"Region1","IND_CMNT_NGS_001","IND_CMNT",2035,244.7286584
"Region1","IND_FOOD_BIO_001","IND_FOOD",2018,168.6843008
"Region1","IND_FOOD_BIO_001","IND_FOOD",2019,154.6272758
"Region1","IND_FOOD_BIO_001","IND_FOOD",2020,140.5702507
"Region1","IND_FOOD_BIO_001","IND_FOOD",2021,126.5132256
"Region1","IND_FOOD_BIO_001","IND_FOOD",2022,112.4562006
"Region1","IND_FOOD_BIO_001","IND_FOOD",2023,98.3991754899999
"Region1","IND_FOOD_BIO_001","IND_FOOD",2024,103.425395260646
"Region1","IND_FOOD_BIO_001","IND_FOOD",2025,240.1866162
"Region1","IND_FOOD_BIO_001","IND_FOOD",2026,143.98363466213
"Region1","IND_FOOD_BIO_001","IND_FOOD",2027,77.8453782898289
"Region1","IND_FOOD_BIO_001","IND_FOOD",2028,28.11405014
"Region1","IND_FOOD_BIO_001","IND_FOOD",2029,14.05702507
"Region1","IND_FOOD_COA_001","IND_FOOD",2018,150.44816029
"Region1","IND_FOOD_COA_001","IND_FOOD",2019,192.73357557
