REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
"Region1","S1D1B1","IND_CMNT_ELC_001",1,"IND_CMNT",2018,36.079729903537
"Region1","S1D1B1","IND_CMNT_ELC_001",1,"IND_CMNT",2021,41.9068516550029
"Region1","S1D1B1","IND_CMNT_ELC_001",1,"IND_CMNT",2022,41.9068516550028
"Region1","S1D1B1","IND_CMNT_ELC_001",1,"IND_CMNT",2023,43.505130319652
"Region1","S1D1B1","IND_CMNT_ELC_001",1,"IND_CMNT",2028,125.880679409965
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2018,160.996455189559
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2019,201.712351485149
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2020,209.405426492649
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2022,286.90241674823
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2023,7.81248866810453
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2024,293.362115590445
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2026,370.834895585739
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2027,512.341913700799
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2028,409.697376287403
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2031,212.171219653862
"Region1","S1D1B1","IND_CMNT_NGS_001",1,"IND_CMNT",2032,109.773470579425
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2018,168.701170917092
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2019,179.381990487239
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2020,179.381990487239
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2023,212.703235483261
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2025,240.210637263726
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2026,240.210637263726
"Region1","S1D1B1","IND_FOOD_BIO_001",1,"IND_FOOD",2027,240.210637263726
"Region1","S1D1B1","IND_FOOD_COA_001",1,"IND_FOOD",2018,187.008278794282
"Region1","S1D1B1","IND_FOOD_COA_001",1,"IND_FOOD",2020,354.195743984399
